yearel,myoutcome,second,myoutcomenext,use,difshare,difgrp,mmyoutcomenext,mrunagain,mofficeexp,melectexp,mpmyoutcomenext,mprunagain,mpofficeexp,mpelectexp
1980,0,1,0,1,-.48356873,103,0,.13043478,.086956523,.26086956,.00058899773,.1246101,.030227115,.20142384
1980,0,,0,,-.62136024,75,,,,,,,,
1982,1,,1,,.45477182,290,,,,,,,,
1982,0,1,0,1,-.45477182,109,0,.037037037,0,.074074075,.00093281583,.12555832,.021103643,.18644565
1982,0,,0,,-.69147819,61,,,,,,,,
1984,1,,1,,.30398783,260,,,,,,,,
1984,0,1,0,1,-.30398783,139,0,.25,.041666668,.083333336,.0031499774,.132192,.041169193,.21354765
1984,0,,0,,-.62864447,74,,,,,,,,
1986,1,,0,,.22025457,244,,,,,,,,
1986,0,1,0,1,-.22025457,155,0,.1632653,0,.20408164,.0067569148,.14676879,.13819784,.33660606
1986,0,,0,,-.57253712,85,,,,,,,,
1988,1,,1,,.37165654,274,,,,,,,,
1988,0,1,0,1,-.37165654,125,0,.22857143,0,.11428571,.0019445897,.12782505,.013293211,.17480305
1988,0,,0,,-.65364534,69,,,,,,,,
1988,0,,0,,-.65675211,68,,,,,,,,
1988,0,,0,,-.6701113,65,,,,,,,,
1990,1,,1,,.35274208,270,,,,,,,,
1990,0,1,0,1,-.35274208,129,0,.029411765,0,.23529412,.0022228365,.12865496,.017090227,.18038908
1992,1,,1,,.3199583,263,,,,,,,,
1992,0,1,0,1,-.3199583,136,0,.13725491,.11764706,.23529412,.0028183979,.13083512,.031428855,.20039888
1992,0,,0,,-.57347172,85,,,,,,,,
1994,1,,1,,.41363576,282,,,,,,,,
1994,0,1,0,1,-.41363576,117,.035714287,.10714286,.071428575,.21428572,.0014309605,.12661837,.013322881,.17452848
1996,1,,1,,.35937634,271,,,,,,,,
1996,0,1,0,1,-.35937634,128,0,.16216215,0,.081081077,.0021480527,.12841816,.015832061,.17856599
1996,0,,0,,-.61642838,76,,,,,,,,
1996,0,,0,,-.62029016,75,,,,,,,,
1998,1,,,,.32978517,265,,,,,,,,
1998,0,1,,,-.32978517,134,,,,,,,,
1998,0,,,,-.61671269,76,,,,,,,,
1972,1,,1,1,.48097506,296,.82222223,.86666667,5.2222223,5.311111,.83229709,.87911785,4.7959352,4.8822355
1972,0,1,0,,-.48097506,103,,,,,,,,
1974,1,,1,,.1143623,222,,,,,,,,
1974,0,1,0,1,-.1143623,177,.01923077,.17307693,.55769229,.69230771,.032404345,.21307094,.4423925,.68655396
1974,0,,0,,-.51962209,96,,,,,,,,
1976,1,,1,,.1530796,230,,,,,,,,
1976,0,1,0,1,-.1530796,169,0,.11764706,.43137255,.94117647,.017453836,.17894067,.30435181,.53204793
1978,1,,0,,.16274801,232,,,,,,,,
1978,0,1,0,1,-.16274801,167,0,.094339624,.52830189,.6981132,.015024911,.17254569,.27490601,.49830613
1980,1,,1,,.094417721,218,,,,,,,,
1980,0,1,0,1,-.094417721,181,.03508772,.24561404,.40350878,.66666669,.044387627,.23716274,.52590579,.77761602
1980,0,,0,,-.48545647,102,,,,,,,,
1982,1,,1,,.40033716,280,,,,,,,,
1982,0,1,0,1,-.40033716,119,0,.13333334,0,.1,.0015546363,.12688106,.012484428,.17335184
1982,0,,0,,-.66585732,66,,,,,,,,
1984,1,,1,,.2977908,259,,,,,,,,
1984,0,1,0,1,-.2977908,140,.018867925,.13207547,.03773585,.35849056,.0032743011,.13271314,.044929817,.21856107
1984,0,,0,,-.60574126,78,,,,,,,,
1986,1,,1,,.37449282,274,,,,,,,,
1986,0,1,0,1,-.37449282,125,0,.22857143,0,.11428571,.0019445897,.12782505,.013293211,.17480305
1986,0,,0,,-.66024989,67,,,,,,,,
1986,0,,0,,-.67817986,64,,,,,,,,
1988,1,,1,,.34710127,269,,,,,,,,
1988,0,1,0,1,-.34710127,130,0,.12,.16,.47999999,.0022960575,.1288963,.018473538,.18237375
1988,0,,0,,-.63704985,72,,,,,,,,
1988,0,,0,,-.63874006,72,,,,,,,,
1990,1,,0,,.056520313,211,,,,,,,,
1990,0,1,0,1,-.056520313,188,.11320755,.26415095,.60377359,.81132078,.074640334,.29446054,.6958738,.95856428
1990,0,,0,,-.4204911,115,,,,,,,,
1992,1,,1,,.25181347,250,,,,,,,,
1992,0,1,0,1,-.25181347,149,0,.23529412,.17647059,.36764705,.0048817811,.13947326,.091982491,.27930135
1992,0,,0,,-.53682047,92,,,,,,,,
1994,1,,1,,.24259326,248,,,,,,,,
1994,0,1,0,1,-.24259326,151,.018518519,.09259259,.31481481,.51851851,.0054228315,.14165546,.10627863,.29722643
1996,1,,0,,.25506642,251,,,,,,,,
1996,0,1,0,1,-.25506642,148,0,.046511628,.069767445,.53488374,.0046650469,.13858181,.086015813,.27175856
1996,0,,0,,-.5353899,92,,,,,,,,
1996,0,,0,,-.5500645,89,,,,,,,,
1998,1,,,,.12495524,224,,,,,,,,
1998,0,1,,,-.12495524,175,,,,,,,,
1998,0,,,,-.5039404,99,,,,,,,,
1998,0,,,,-.51225728,97,,,,,,,,
1998,0,,,,-.51860392,96,,,,,,,,
1972,1,,1,,.38377392,276,,,,,,,,
1972,0,1,0,1,-.38377392,123,0,0,0,.15384616,.0018121249,.12747876,.012407057,.17342171
1972,0,,0,,-.6413967,71,,,,,,,,
1974,1,,0,1,.39741027,279,.89361703,.91489363,4.9361701,5.0851064,.83571392,.88090527,4.7145267,4.8208785
1974,0,1,0,,-.39741027,120,,,,,,,,
1976,1,,0,1,.51978588,303,.89999998,.94999999,3.8499999,3.8499999,.83061504,.87760282,4.779047,4.8588233
1976,0,1,0,,-.51978588,96,,,,,,,,
1978,1,,0,1,.47474554,294,.83870965,.83870965,5.2258062,5.3548388,.83281004,.87948781,4.7956157,4.8840837
1978,0,1,0,,-.47474554,105,,,,,,,,
1980,1,,1,,.06533289,213,,,,,,,,
1980,0,1,0,1,-.06533289,186,.13043478,.30434781,.26086956,.41304347,.064827502,.27599248,.64455962,.90449029
1982,1,,1,,.40644968,281,,,,,,,,
1982,0,1,0,1,-.40644968,118,0,.22222222,0,.25925925,.0014948731,.12675279,.012828397,.17382558
1982,0,,0,,-.6632778,67,,,,,,,,
1984,1,,1,,.48336956,296,,,,,,,,
1984,0,1,0,1,-.48336956,103,0,.13043478,.086956523,.26086956,.00058899773,.1246101,.030227115,.20142384
1984,0,,0,,-.70590556,58,,,,,,,,
1986,1,,0,,.48143595,296,,,,,,,,
1986,0,1,0,1,-.48143595,103,0,.13043478,.086956523,.26086956,.00058899773,.1246101,.030227115,.20142384
1986,0,,0,,-.70365989,59,,,,,,,,
1988,1,,1,,.31221893,262,,,,,,,,
1988,0,1,0,1,-.31221893,137,0,.16666667,0,.33333334,.0029270668,.131273,.034553628,.20464554
1988,0,,0,,-.61485368,77,,,,,,,,
1990,1,,1,,.22879651,245,,,,,,,,
1990,0,1,0,1,-.22879651,154,0,.25581396,.069767445,.23255815,.0063754525,.14534442,.12951401,.32597172
1990,0,,0,,-.55136579,89,,,,,,,,
1992,1,,1,1,.066869885,213,.71929824,.82456142,2.3157895,2.6315789,.70737284,.86735737,2.1883206,2.4271116
1992,0,1,0,,-.066869885,186,,,,,,,,
1992,0,,0,,-.45318341,109,,,,,,,,
1994,1,,1,1,.022831678,204,.54285717,.82857144,2,2.1142857,.62867785,.86517018,1.5109352,1.7731448
1994,0,1,0,,-.022831678,195,,,,,,,,
1996,1,,1,1,.0096384585,201,.6875,.91666669,1.8125,1.9791666,.59540683,.86462212,1.2675594,1.5376698
1996,0,1,0,,-.0096384585,198,,,,,,,,
1998,1,,,,.15000886,230,,,,,,,,
1998,0,1,,,-.15000886,169,,,,,,,,
1998,0,,,,-.52542657,94,,,,,,,,
1998,0,,,,-.53597581,92,,,,,,,,
1972,1,,0,,.25440896,250,,,,,,,,
1972,0,1,0,1,-.25440896,149,0,.23529412,.17647059,.36764705,.0048817811,.13947326,.091982491,.27930135
1974,1,,1,,.20767507,241,,,,,,,,
1974,0,1,0,1,-.20767507,158,0,.19148937,.08510638,.29787233,.0081001045,.151566,.16638574,.37076825
1976,1,,1,,.29994643,259,,,,,,,,
1976,0,1,0,1,-.29994643,140,.018867925,.13207547,.03773585,.35849056,.0032743011,.13271314,.044929817,.21856107
1978,1,,1,,.37313211,274,,,,,,,,
1978,0,1,0,1,-.37313211,125,0,.22857143,0,.11428571,.0019445897,.12782505,.013293211,.17480305
1980,1,,0,,.73143995,346,,,,,,,,
1980,0,1,0,1,-.73143995,53,0,0,0,.5,3.0762760e-11,.11057901,.077606797,.33698982
1982,1,,1,,.046747744,209,,,,,,,,
1982,0,1,0,1,-.046747744,190,.10526316,.31578946,.42105263,.71052629,.085817076,.31580296,.75203902,1.0172588
1982,0,,0,,-.056142658,188,,,,,,,,
1984,1,,1,,.512923,302,,,,,,,,
1984,0,1,0,1,-.512923,97,0,0,0,.22222222,.00031151352,.12340402,.040920265,.22012165
1984,0,,0,,-.7103039,57,,,,,,,,
1986,1,,1,,.49131203,298,,,,,,,,
1986,0,1,0,1,-.49131203,101,0,.05882353,0,.05882353,.00049465784,.12426977,.033401836,.20684506
1986,0,,0,,-.70276213,59,,,,,,,,
1988,1,,1,,.46005541,292,,,,,,,,
1988,0,1,0,1,-.46005541,107,0,.19354838,0,.096774191,.0008137906,.12526631,.023894269,.19093013
1988,0,,0,,-.6899327,62,,,,,,,,
1990,1,,1,,.49966237,299,,,,,,,,
1990,0,1,0,,-.49966237,100,,,,,,,,
1990,0,,0,,-.54239255,91,,,,,,,,
1992,1,,1,,.0027527213,200,,,,,,,,
1992,0,1,0,1,-.0027527213,199,.22222222,.41666666,.77777779,1.0277778,.1404483,.437502,1.0314484,1.3026648
1992,0,,0,,-.43965438,112,,,,,,,,
1992,0,,0,,-.44552055,110,,,,,,,,
1994,1,,1,,.16391927,232,,,,,,,,
1994,0,1,0,1,-.16391927,167,0,.094339624,.52830189,.6981132,.015024911,.17254569,.27490601,.49830613
1994,0,,0,,-.48778325,102,,,,,,,,
1996,1,,1,,.16789573,233,,,,,,,,
1996,0,1,0,1,-.16789573,166,0,.06666667,.088888891,.42222223,.013923367,.16951604,.26044387,.48161414
1996,0,,0,,-.51041991,97,,,,,,,,
1996,0,,0,,-.52881104,94,,,,,,,,
1996,0,,0,,-.53006643,93,,,,,,,,
1998,1,,,,.17870009,235,,,,,,,,
1998,0,1,,,-.17870009,164,,,,,,,,
1998,0,,,,-.51991332,96,,,,,,,,
1998,0,,,,-.52883524,94,,,,,,,,
1982,1,,1,1,.3312808,266,.8611111,.91666669,4.5555553,4.6666665,.83545309,.8804518,4.5168161,4.6426549
1982,0,1,0,,-.3312808,133,,,,,,,,
1982,0,,0,,-.61717361,76,,,,,,,,
1984,1,,1,1,.41667074,283,.83333331,.83333331,4.5952382,4.7857141,.83514333,.88073164,4.7503238,4.8514576
1984,0,1,0,,-.41667074,116,,,,,,,,
1984,0,,0,,-.67460245,65,,,,,,,,
1986,1,,1,1,.31133243,262,.70588237,.82352942,4.1764708,4.2352943,.83442134,.8800171,4.4311776,4.5636134
1986,0,1,0,,-.31133243,137,,,,,,,,
1986,0,,0,,-.6270802,74,,,,,,,,
1986,0,,0,,-.63101304,73,,,,,,,,
1986,0,,0,,-.64226538,71,,,,,,,,
1988,1,,0,1,.23200232,246,.73770493,.81967211,3.4754097,3.7868853,.82249099,.87698215,3.9458523,4.1084652
1988,0,1,0,,-.23200232,153,,,,,,,,
1988,0,,0,,-.55897534,88,,,,,,,,
1990,1,,1,,.015315831,203,,,,,,,,
1990,0,1,0,1,-.015315831,196,.125,.47916666,.75,1.0208334,.12173308,.39067942,.93001688,1.2002171
1990,0,,0,,-.41522935,116,,,,,,,,
1990,0,,0,,-.42306665,115,,,,,,,,
1992,1,,0,,.14070877,228,,,,,,,,
1992,0,1,0,1,-.14070877,171,.063829787,.27659574,.25531915,.44680852,.02033904,.18612295,.33586153,.56782043
1992,0,,0,,-.48549435,102,,,,,,,,
1994,1,,1,,.1755251,235,,,,,,,,
1994,0,1,0,1,-.1755251,164,0,.18518518,.018518519,.22222222,.012148693,.16442914,.23533584,.45243144
1994,0,,0,,-.49271142,101,,,,,,,,
1996,1,,0,,.19214383,238,,,,,,,,
1996,0,1,0,1,-.19214383,161,0,.1875,0,.041666668,.0098759281,.15746215,.19906569,.40977645
1996,0,,0,,-.55741495,88,,,,,,,,
1996,0,,0,,-.56130493,87,,,,,,,,
1998,1,,,,.24340048,248,,,,,,,,
1998,0,1,,,-.24340048,151,,,,,,,,
1998,0,,,,-.55838615,88,,,,,,,,
1982,1,,1,,.39371091,278,,,,,,,,
1982,0,1,0,1,-.39371091,121,0,.125,0,.15625,.0016830572,.12716849,.012154317,.17295487
1982,0,,0,,-.66332865,67,,,,,,,,
1984,1,,1,,.522856,304,,,,,,,,
1984,0,1,0,1,-.522856,95,0,.14285715,0,.071428575,.00024557312,.12297709,.044320449,.22634073
1984,0,,0,,-.73139119,53,,,,,,,,
1986,1,,1,,.55665106,311,,,,,,,,
1986,0,1,0,1,-.55665106,88,0,0,0,0,.000082468541,.12116352,.05674082,.25041735
1986,0,,0,,-.7494747,50,,,,,,,,
1988,1,,1,,.49994439,299,,,,,,,,
1988,0,1,0,1,-.49994439,100,0,.052631579,0,0,.00043415051,.12402039,.03565285,.21075456
1988,0,,0,,-.72035944,55,,,,,,,,
1990,1,,1,,.45693421,291,,,,,,,,
1990,0,1,0,,-.45693421,108,,,,,,,,
1992,1,,1,,.15515649,231,,,,,,,,
1992,0,1,0,1,-.15515649,168,.027027028,.13513513,.054054055,.16216215,.016281692,.17589901,.2905184,.51623505
1992,0,,0,,-.47993976,104,,,,,,,,
1994,1,,1,,.38194153,276,,,,,,,,
1994,0,1,0,1,-.38194153,123,0,0,0,.15384616,.0018121249,.12747876,.012407057,.17342171
1996,1,,1,,.27741069,255,,,,,,,,
1996,0,1,0,1,-.27741069,144,0,.081632651,0,.06122449,.0038749315,.13526307,.063143007,.24245304
1996,0,,0,,-.56691253,86,,,,,,,,
1996,0,,0,,-.59485114,81,,,,,,,,
1998,1,,,,.21318656,242,,,,,,,,
1998,0,1,,,-.21318656,157,,,,,,,,
1998,0,,,,-.55955094,88,,,,,,,,
1998,0,,,,-.57337189,85,,,,,,,,
1992,1,,1,,.092269361,218,,,,,,,,
1992,0,1,0,1,-.092269361,181,.03508772,.24561404,.40350878,.66666669,.044387627,.23716274,.52590579,.77761602
1992,0,,0,,-.41466165,117,,,,,,,,
1994,1,,0,,.19856364,239,,,,,,,,
1994,0,1,0,1,-.19856364,160,.054054055,.27027026,.2972973,.54054052,.0092504118,.15543707,.18806598,.39671266
1994,0,,0,,-.51342207,97,,,,,,,,
1996,1,,1,1,.0095734894,201,.6875,.91666669,1.8125,1.9791666,.59540683,.86462212,1.2675594,1.5376698
1996,0,1,0,,-.0095734894,198,,,,,,,,
1996,0,,0,,-.43225601,113,,,,,,,,
1996,0,,0,,-.44395044,111,,,,,,,,
1996,0,,0,,-.44746265,110,,,,,,,,
1998,1,,,,.1714783,234,,,,,,,,
1998,0,1,,,-.1714783,165,,,,,,,,
1998,0,,,,-.53702265,92,,,,,,,,
1998,0,,,,-.54857534,90,,,,,,,,
1992,1,,1,,.34646472,269,,,,,,,,
1992,0,1,0,1,-.34646472,130,0,.12,.16,.47999999,.0022960575,.1288963,.018473538,.18237375
1992,0,,0,,-.60067654,79,,,,,,,,
1994,1,,1,,.46699256,293,,,,,,,,
1994,0,1,0,1,-.46699256,106,0,0,0,.1,.00075582694,.12511276,.025384359,.19336015
1994,0,,0,,-.68286538,63,,,,,,,,
1996,1,,1,,.36802489,273,,,,,,,,
1996,0,1,0,1,-.36802489,126,0,.11764706,0,.23529412,.0020057405,.12799534,.01391117,.17573461
1996,0,,0,,-.62873447,74,,,,,,,,
1996,0,,0,,-.62987071,74,,,,,,,,
1998,1,,,,.3808808,276,,,,,,,,
1998,0,1,,,-.3808808,123,,,,,,,,
1998,0,,,,-.66077137,67,,,,,,,,
1998,0,,,,-.66903359,66,,,,,,,,
1998,0,,,,-.66934937,66,,,,,,,,
1992,1,,1,,.31896573,263,,,,,,,,
1992,0,1,0,1,-.31896573,136,0,.13725491,.11764706,.23529412,.0028183979,.13083512,.031428855,.20039888
1992,0,,0,,-.55332655,89,,,,,,,,
1992,0,,0,,-.57348752,85,,,,,,,,
1994,1,,1,,.51139361,302,,,,,,,,
1994,0,1,0,1,-.51139361,97,0,0,0,.22222222,.00031151352,.12340402,.040920265,.22012165
1994,0,,0,,-.69019502,61,,,,,,,,
1996,1,,1,,.38960937,277,,,,,,,,
1996,0,1,0,1,-.38960937,122,0,.045454547,.13636364,.40909091,.0017381485,.12729803,.01219037,.17304917
1996,0,,0,,-.62243271,75,,,,,,,,
1996,0,,0,,-.62246436,75,,,,,,,,
1998,1,,,,.64014298,328,,,,,,,,
1998,0,1,,,-.64014298,71,,,,,,,,
1998,0,,,,-.66644347,66,,,,,,,,
1992,1,,0,1,.084815204,216,.66666669,.87179488,2.025641,2.3076923,.72700787,.86819983,2.3920624,2.6233397
1992,0,1,0,,-.084815204,183,,,,,,,,
1992,0,,0,,-.46836805,106,,,,,,,,
1992,0,,0,,-.49234614,101,,,,,,,,
1994,1,,1,,.025177866,205,,,,,,,,
1994,0,1,0,1,-.025177866,194,.17073171,.39024389,1.195122,1.5609756,.10959982,.36383235,.8689518,1.1379284
1994,0,,0,,-.45667756,108,,,,,,,,
1994,0,,0,,-.45850438,108,,,,,,,,
1996,1,,1,,.10712007,221,,,,,,,,
1996,0,1,0,1,-.10712007,178,.06779661,.23728813,.54237288,.89830506,.035055377,.21855868,.46224532,.7083478
1996,0,,0,,-.50582296,98,,,,,,,,
1996,0,,0,,-.50797516,98,,,,,,,,
1996,0,,0,,-.51019502,97,,,,,,,,
1998,1,,,,.022186399,204,,,,,,,,
1998,0,1,,,-.022186399,195,,,,,,,,
1998,0,,,,-.46997344,106,,,,,,,,
1998,0,,,,-.4726578,105,,,,,,,,
1998,0,,,,-.47471687,105,,,,,,,,
1992,1,,1,1,.27651709,255,.90697676,.93023258,3.7441862,3.8372092,.83096814,.87892085,4.245985,4.3910184
1992,0,1,0,,-.27651709,144,,,,,,,,
1992,0,,0,,-.4525677,109,,,,,,,,
1992,0,,0,,-.53486669,93,,,,,,,,
1994,1,,1,1,.21310472,242,.80000001,.92000002,4.4200001,4.7399998,.81679535,.87595922,3.7890551,3.9599648
1994,0,1,0,,-.21310472,157,,,,,,,,
1994,0,,0,,-.53506428,92,,,,,,,,
1994,0,,0,,-.53816622,92,,,,,,,,
1994,0,,0,,-.54819965,90,,,,,,,,
1996,1,,1,1,.29448199,258,.8974359,.8974359,5.2564101,5.4102564,.83270544,.87943077,4.3291259,4.4687276
1996,0,1,0,,-.29448199,141,,,,,,,,
1996,0,,0,,-.59106809,81,,,,,,,,
1996,0,,0,,-.60049009,79,,,,,,,,
1996,0,,0,,-.60674328,78,,,,,,,,
1998,1,,,,,,,,,,,,,
1992,1,,1,,.22429264,244,,,,,,,,
1992,0,1,0,1,-.22429264,155,0,.1632653,0,.20408164,.0067569148,.14676879,.13819784,.33660606
1992,0,,0,,-.52012002,95,,,,,,,,
1992,0,,0,,-.52012789,95,,,,,,,,
1992,0,,0,,-.53980917,92,,,,,,,,
1994,1,,1,,.39216286,278,,,,,,,,
1994,0,1,0,1,-.39216286,121,0,.125,0,.15625,.0016830572,.12716849,.012154317,.17295487
1994,0,,0,,-.63568419,72,,,,,,,,
1994,0,,0,,-.64954489,70,,,,,,,,
1996,1,,1,,.36145556,272,,,,,,,,
1996,0,1,0,1,-.36145556,127,0,.12820514,0,.1025641,.0020781979,.12820603,.014808605,.1770665
1996,0,,0,,-.62711769,74,,,,,,,,
1996,0,,0,,-.62759364,74,,,,,,,,
1996,0,,0,,-.63746595,72,,,,,,,,
1998,1,,,,.26355147,252,,,,,,,,
1998,0,1,,,-.26355147,147,,,,,,,,
1998,0,,,,-.58400601,83,,,,,,,,
1998,0,,,,-.59308869,81,,,,,,,,
1992,1,,1,,.11656269,223,,,,,,,,
1992,0,1,0,1,-.11656269,176,.033898305,.22033899,.66101694,.84745765,.029968798,.20792168,.42325765,.66545564
1992,0,,0,,-.49591643,100,,,,,,,,
1992,0,,0,,-.50173074,99,,,,,,,,
1994,1,,1,,.32912481,265,,,,,,,,
1994,0,1,0,1,-.32912481,134,.028571429,.14285715,.40000001,.74285716,.0026198567,.13006048,.02600977,.19295411
1994,0,,0,,-.60907745,78,,,,,,,,
1994,0,,0,,-.62090623,75,,,,,,,,
1996,1,,1,,.35689571,271,,,,,,,,
1996,0,1,0,1,-.35689571,128,0,.16216215,0,.081081077,.0021480527,.12841816,.015832061,.17856599
1996,0,,0,,-.63423264,73,,,,,,,,
1996,0,,0,,-.63602716,72,,,,,,,,
1996,0,,0,,-.6463232,70,,,,,,,,
1998,1,,,,.61419344,322,,,,,,,,
1998,0,1,,,-.61419344,77,,,,,,,,
1998,0,,,,-.65686619,68,,,,,,,,
1946,1,,1,,.43977916,287,,,,,,,,
1946,0,1,0,1,-.43977916,112,0,.07692308,0,.15384616,.0011221591,.12597823,.017386889,.18062295
1948,1,,1,,.30474582,260,,,,,,,,
1948,0,1,0,1,-.30474582,139,0,.25,.041666668,.083333336,.0031499774,.132192,.041169193,.21354765
1948,0,,0,,-.59272033,81,,,,,,,,
1950,1,,1,,.32971811,265,,,,,,,,
1950,0,1,0,1,-.32971811,134,.028571429,.14285715,.40000001,.74285716,.0026198567,.13006048,.02600977,.19295411
1952,1,,1,,.35922754,271,,,,,,,,
1952,0,1,0,1,-.35922754,128,0,.16216215,0,.081081077,.0021480527,.12841816,.015832061,.17856599
1954,1,,1,,.26017103,252,,,,,,,,
1954,0,1,0,1,-.26017103,147,0,.14285715,.085714288,.31428573,.0044301627,.13760546,.079394713,.26334229
1956,1,,1,,.093999296,218,,,,,,,,
1956,0,1,0,1,-.093999296,181,.03508772,.24561404,.40350878,.66666669,.044387627,.23716274,.52590579,.77761602
1958,1,,1,,.098157436,219,,,,,,,,
1958,0,1,0,1,-.098157436,180,.05882353,.19607843,1.0196079,1.3333334,.041222304,.23095377,.50523365,.75522101
1960,1,,1,,.30145845,260,,,,,,,,
1960,0,1,0,1,-.30145845,139,0,.25,.041666668,.083333336,.0031499774,.132192,.041169193,.21354765
1962,1,,0,,.23650107,247,,,,,,,,
1962,0,1,0,1,-.23650107,152,0,.23214285,0,.125,.0057195225,.14282523,.11376886,.30654219
1964,1,,1,,.061279535,212,,,,,,,,
1964,0,1,0,1,-.061279535,187,.10714286,.21428572,2.0535715,2.3392856,.069917142,.28555492,.67148286,.93291831
1966,1,,1,,.48670971,297,,,,,,,,
1966,0,1,0,1,-.48670971,102,0,0,0,.14285715,.00054248289,.12444877,.031745899,.2040038
1968,1,,1,,.61212265,322,,,,,,,,
1968,0,1,0,1,-.61212265,77,0,0,0,0,5.2472437e-06,.11749008,.074158207,.29011619
1970,1,,1,,.43594572,287,,,,,,,,
1970,0,1,0,1,-.43594572,112,0,.07692308,0,.15384616,.0011221591,.12597823,.017386889,.18062295
1972,1,,0,,.3713975,274,,,,,,,,
1972,0,1,0,1,-.3713975,125,0,.22857143,0,.11428571,.0019445897,.12782505,.013293211,.17480305
1974,1,,1,1,.1211921,224,.77142859,.91428572,4.0857143,4.3428574,.76828068,.87065113,2.900142,3.1115191
1974,0,1,0,,-.1211921,175,,,,,,,,
1976,1,,1,1,.1731317,234,.85714287,.9285714,3.1428571,3.1904762,.80069494,.87370056,3.4322157,3.6204813
1976,0,1,0,,-.1731317,165,,,,,,,,
1978,1,,0,1,.25784436,251,.71111113,.82222223,3.8888888,4.022222,.82776624,.87810677,4.1183128,4.2711539
1978,0,1,0,,-.25784436,148,,,,,,,,
1980,1,,0,1,.31900263,263,.71428573,.74285716,4.3428574,4.3714285,.83470297,.88012642,4.4515443,4.5824676
1980,0,1,0,1,-.31900263,136,0,.13725491,.11764706,.23529412,.0028183979,.13083512,.031428855,.20039888
1982,1,,0,1,.076775074,215,.7735849,.88679248,1.5660378,1.6415094,.72071993,.86791235,2.3247347,2.5585215
1982,0,1,0,,-.076775074,184,,,,,,,,
1984,1,,1,1,.061947495,212,.75,.86363637,1.5227273,1.8863636,.69984025,.86707407,2.1148489,2.356292
1984,0,1,0,,-.061947495,187,,,,,,,,
1986,1,,1,1,.23407665,246,.73770493,.81967211,3.4754097,3.7868853,.82249099,.87698215,3.9458523,4.1084652
1986,0,1,0,,-.23407665,153,,,,,,,,
1988,1,,1,1,.39177153,278,.90476191,.90476191,4.9761906,5.0238094,.83582008,.88092548,4.7039347,4.811635
1988,0,1,0,,-.39177153,121,,,,,,,,
1990,1,,0,1,.3269971,265,.77999997,.77999997,3.8800001,4.0599999,.83523673,.88035113,4.4956613,4.6231914
1990,0,1,0,,-.3269971,134,,,,,,,,
1990,0,,0,,-.56538057,86,,,,,,,,
1992,1,,1,1,.040595055,208,.62903225,.80645162,1.8548387,2.032258,.66749591,.86605817,1.8228734,2.0745757
1992,0,1,0,,-.040595055,191,,,,,,,,
1994,1,,1,1,.001185745,200,.57446808,.80851066,1.7021277,2,.58339572,.86446267,1.1838278,1.4566008
1994,0,1,0,,-.001185745,199,,,,,,,,
1994,0,,0,,-.45086646,109,,,,,,,,
1994,0,,0,,-.45690942,108,,,,,,,,
1996,1,,0,1,.066292793,213,.71929824,.82456142,2.3157895,2.6315789,.70737284,.86735737,2.1883206,2.4271116
1996,0,1,0,,-.066292793,186,,,,,,,,
1996,0,,0,,-.49706313,100,,,,,,,,
1996,0,,0,,-.51562595,96,,,,,,,,
1998,1,,,,.02995044,205,,,,,,,,
1998,0,1,,,-.02995044,194,,,,,,,,
1998,0,,,,-.4838838,103,,,,,,,,
1998,0,,,,-.49221775,101,,,,,,,,
1946,1,,1,,.34787202,269,,,,,,,,
1946,0,1,0,1,-.34787202,130,0,.12,.16,.47999999,.0022960575,.1288963,.018473538,.18237375
1948,1,,1,,.16314837,232,,,,,,,,
1948,0,1,0,1,-.16314837,167,0,.094339624,.52830189,.6981132,.015024911,.17254569,.27490601,.49830613
1950,1,,0,,.10828301,221,,,,,,,,
1950,0,1,0,1,-.10828301,178,.06779661,.23728813,.54237288,.89830506,.035055377,.21855868,.46224532,.7083478
1952,1,,1,,.16995037,233,,,,,,,,
1952,0,1,0,1,-.16995037,166,0,.06666667,.088888891,.42222223,.013923367,.16951604,.26044387,.48161414
1954,1,,0,,.051150173,210,,,,,,,,
1954,0,1,1,1,-.051150173,189,.079999998,.30000001,.36000001,.54000002,.080078073,.30478385,.72342569,.98741925
1956,1,,1,1,.013087392,202,.58139533,.83720928,1.255814,1.5116279,.60814923,.8648122,1.358601,1.625785
1956,0,1,0,,-.013087392,197,,,,,,,,
1958,1,,1,1,.22128224,244,.7719298,.82456142,3.3157895,3.4385965,.81984031,.87648612,3.869988,4.0366759
1958,0,1,0,,-.22128224,155,,,,,,,,
1960,1,,1,1,.19175711,238,.81578946,.86842108,2.9736843,3.1578948,.80951077,.87484437,3.6154876,3.7950702
1960,0,1,0,,-.19175711,161,,,,,,,,
1962,1,,1,1,.2800912,256,.82222223,.86666667,3.4000001,3.6222222,.83161044,.87910217,4.2751632,4.4183254
1962,0,1,0,,-.2800912,143,,,,,,,,
1964,1,,1,1,.36117688,272,.91891891,.94594592,4.1621623,4.3243241,.83607382,.88085085,4.6229844,4.739471
1964,0,1,0,,-.36117688,127,,,,,,,,
1966,1,,1,1,.2652429,253,.8611111,.94444442,3.75,3.9444444,.82947636,.87852508,4.1833878,4.3323207
1966,0,1,0,,-.2652429,146,,,,,,,,
